> -L"001a"
144.164463038	33.4733918653
143.452798749	34.7624412534
142.793259103	36.1456997106
> -L"Kashima" -D"FZ_KM_0001-0778 KM, USYD"
142.568033671	35.7928096638
143.300699692	34.2969957767
144.15604449	32.6571279134
144.30520863	32.3612212811
145.235364232	30.4371110443
145.647925064	29.5516970435
145.743229818	29.3909031325
145.8612505	29.1522330591
146.187690678	28.6168769082
146.926533887	27.6206697933
147.782163334	26.850511555
148.19255427	26.5125539958
> -L"Untitled Path" -D"FZ_KM_0001-0779 KM, USYD"
160.553211823	51.2161120424
161.081008983	50.7549613716
161.389994003	50.425933572
162.405259752	49.4153937345
163.146331338	48.5946956896
163.850546366	47.7382920205
> -L"Krusenstern" -D"FZ_KM_0001-0780 KM, USYD"
163.829039404	51.9488716604
164.019180427	51.7205089869
164.15087028	51.5850756506
164.471905084	51.2344728555
164.719019495	50.9514926726
165.219262171	50.3942003503
165.939731465	49.5780129959
166.293642278	49.1960657461
166.565932877	48.9462925461
167.045422173	48.5425854326
167.178862171	48.3945868234
167.342289031	48.143939035
> -L"Emerald" -D"FZ_KM_0001-0781 KM, USYD"
163.315751262	-54.9311796888
163.398670203	-55.2470536996
163.459423319	-55.591445394
163.477018502	-56.3376007815
163.603597251	-57.1336044882
163.700259235	-57.6729635781
163.7814479	-58.1305427166
163.810317389	-58.5051364467
164.113388503	-59.2457050169
164.267861291	-59.7316838273
164.819266268	-60.1939098526
165.920770903	-60.6601439255
166.926152144	-61.0173200206
168.24921837	-61.454125042
169.189789954	-61.7752626387
170.877018807	-62.2164645552
172.173491276	-62.5167008849
174.812319775	-63.2624589188
176.646140616	-63.6965025007
> -L"Untitled Path" -D"FZ_KM_0001-0782 KM, USYD"
165.702239964	-60.5003251815
165.412023138	-60.1790420264
165.217473775	-59.8273981075
164.958738879	-58.8162538296
164.754337782	-57.4344907625
164.701005855	-56.9380764267
> -L"Untitled Path" -D"FZ_KM_0001-0783 KM, USYD"
-173.503200092	-56.7907788289
-173.010173731	-57.1637224557
-172.412069345	-57.5658372738
-172.00831101	-57.8432383628
> -L"Untitled Path" -D"FZ_KM_0001-0784 KM, USYD"
-174.88105777	-56.4964870887
-174.38350792	-56.823755566
-173.954329479	-57.1401255318
-173.663705713	-57.3591136542
> -L"Untitled Path" -D"FZ_KM_0001-0785 KM, USYD"
-174.44958678	-57.4464773954
-175.052503193	-57.1386897768
-175.380972666	-56.8987946532
-175.714281155	-56.6945131951
> -L"Untitled Path" -D"FZ_KM_0001-0786 KM, USYD"
-151.785062454	-70.3499199411
-152.354185573	-69.9288064157
-153.293856705	-69.2773834535
-153.92107045	-68.8975966005
-154.772637562	-68.4759723874
-155.586145909	-68.0435360764
> -L"Untitled Path" -D"FZ_KM_0001-0787 KM, USYD"
163.84729421	-60.9274155006
165.125513916	-61.25872386
166.019788556	-61.427912786
166.753679817	-61.5973976926
167.73645681	-61.7863068885
169.01393995	-62.0457084749
169.770336741	-62.1958229365
170.708587309	-62.4307080815
171.480344823	-62.6103209489
172.118696116	-62.7534245146
172.788866824	-62.9245251563
173.313229235	-63.1006496207
174.000985129	-63.2777945742
174.540993252	-63.4329075168
> -L"Untitled Path" -D"FZ_KM_0001-0788 KM, USYD"
-89.0144064014	-48.5482228046
-89.2898403471	-48.7726428238
-89.4538033538	-48.9581134767
-89.5411872697	-49.1654184083
-89.5739100394	-49.3859925478
-89.603054064	-49.5689368725
-89.6237798228	-49.7753707299
-89.6423294365	-49.9494252533
-89.6627125584	-50.151294692
> -L"Untitled Path" -D"FZ_KM_0001-0789 KM, USYD"
-88.1727834138	-49.1920286903
-88.3124594657	-49.2885529048
-88.4514273187	-49.4070243192
-88.5652822613	-49.5506095669
-88.6119062593	-49.7195113264
-88.6541818554	-49.900161904
-88.6730966581	-50.0347833501
> -L"Untitled Path" -D"FZ_KM_0001-0790 KM, USYD"
-90.1542286942	-47.6258911921
-90.4182813951	-47.7916063472
-90.6461178428	-48.2670224179
-90.7911904958	-48.6771394338
-90.8810418656	-48.9519915579
> -L"Mocha" -D"FZ_KM_0001-0791 KM, USYD"
-78.7738841448	-39.6678459528
-78.1850163228	-39.507239274
-77.6107101743	-39.3413665401
-77.0643588408	-39.1393976086
-76.3860793697	-38.8952575696
-75.8706002519	-38.6169140883
-75.4175596395	-38.3672386916
> -L"Untitled Path" -D"FZ_KM_0001-0792 KM, USYD"
-97.9173287136	-35.6952279231
-99.0158568699	-35.6462895514
-99.599857833	-35.5809273686
-100.634245677	-35.4406463973
-101.387393594	-35.3520812278
-101.98165665	-35.2793854363
> -L"Untitled Path" -D"FZ_KM_0001-0793 KM, USYD"
-95.9279433038	-16.3594517043
-96.4014690614	-16.3859563217
-96.6484508008	-16.4257935402
-96.9786045549	-16.3373972168
-97.2728125673	-16.2476279109
-97.6935980589	-16.2574323163
-98.2014110259	-16.3015031275
-98.593856975	-16.3312700544
-99.1222165881	-16.3696628083
-99.6220886206	-16.3845416557
-100.384574198	-16.4303948887
-100.84865466	-16.4691554333
-101.476431797	-16.5278567092
-102.062258079	-16.5744072981
-102.888210741	-16.6277068662
-103.269416335	-16.627304849
-103.547827604	-16.6459585714
-103.927431827	-16.6732068901
> -L"Panama" -D"FZ_KM_0001-0794 KM, USYD"
-82.5219542987	5.80180830552
-82.5337336615	5.18396770629
-82.5363883945	4.92889714363
-82.6069911832	3.80228138493
-82.6193861508	3.45629932346
-82.6300847388	3.23532678934
-82.6916208691	2.68657073308
-82.7404857332	2.08273782894
> -L"Untitled Path" -D"FZ_KM_0001-0795 KM, USYD"
-82.9311458883	3.14590750765
-82.9336508733	2.7373214769
-82.9529694632	2.35726246001
-82.9830200882	1.97041066144
-83.0228048137	1.70673749611
> -L"Untitled Path" -D"FZ_KM_0001-0796 KM, USYD"
-82.7052796821	4.67687821117
-82.7346889357	5.52978349004
-82.8054919089	6.22738481392
-82.8022262212	6.65456229584
-82.81364373	7.168423017
> -L"Inca" -D"FZ_KM_0001-0797 KM, USYD"
-85.2440540374	1.83329692875
-85.2288040714	2.10692030903
-85.2181132888	2.36968059491
-85.2164736762	2.61065650897
-85.1798324623	3.07510737318
> -L"Ecuador" -D"FZ_KM_0001-0798 KM, USYD"
-84.4252428099	1.77096703212
-84.5496399292	1.18676169243
-84.5811775484	0.981284752224
-84.6638326706	0.344880962284
-84.7737620681	-0.0855626851014
-85.016029717	-0.230786947307
> -L"Ecuador" -D"FZ_KM_0001-0799 KM, USYD"
-84.3338645345	3.46940238437
-84.328027244	3.87101194057
-84.3144777871	4.55458741401
-84.3283291458	5.01013973069
> -L"Inca" -D"FZ_KM_0001-0800 KM, USYD"
-85.3904281116	0.538442183083
-85.4458512432	0.191384235605
-85.4764989055	0.00598025981047
-85.6010486769	-0.149225408726
> -L"Coiba" -D"FZ_KM_0001-0801 KM, USYD"
-82.1128254021	6.93405052105
-82.0837130187	6.57827120483
-82.0754590463	6.21082236883
-82.0667566954	5.83299489908
> -L"Untitled Path" -D"FZ_KM_0001-0802 KM, USYD"
-116.661925487	27.5936172392
-117.047757784	27.5813286895
-117.506187096	27.3704448473
-117.744525153	27.1955558924
-118.061819907	27.0873188516
-118.464544169	27.0071205781
-119.261652548	26.9450280048
-119.63730407	26.9412250057
-120.07888193	26.9507146898
-120.641566741	26.9473008906
-120.838738745	26.9456315952
-121.234075233	26.9803596735
-121.733937955	27.0446444837
> -L"Untitled Path" -D"FZ_KM_0001-0803 KM, USYD"
179.276873909	5.74627299284
179.475366159	3.9475050138
179.618267684	2.8101374672
179.835292813	1.74738055115
180	0.910792186872
> -L"Hero" -D"FZ_KM_0001-0804 KM, USYD"
-73.906023951	-57.8998404273
-72.7257608885	-58.4660026097
-71.5767486405	-59.0674087914
-70.4334729077	-59.5956100336
-69.4661285261	-60.0394746063
-68.6637912745	-60.371710141
-67.6054719588	-60.8720277421
-66.2187349831	-61.4595316011
-65.5150267886	-61.7956578396
> -L"Untitled Path" -D"FZ_KM_0001-0805 KM, USYD"
-71.5828762175	-57.0831526606
-71.0219345056	-57.379775232
-70.3116222529	-57.6953490399
-69.6828541085	-57.9724404592
-68.4566744106	-58.4384389092
-66.6787515635	-58.9660233181
-65.9825694937	-59.2527358216
-65.0807503349	-59.7491705133
-64.215312052	-60.1435810897
-63.1248158522	-60.4852072939
-62.5012450868	-60.7875605616
-61.7555373629	-61.1936664817
> -L"Untitled Path" -D"FZ_KM_0001-0806 KM, USYD"
-73.7407454886	-59.1026867561
-72.7681033487	-59.5009148789
-71.7517028867	-60.0611133669
-70.9649404545	-60.4379420392
-70.3227140834	-60.6115353107
-69.4070309121	-60.980275875
-68.5159880754	-61.382500482
-67.2891947925	-61.9029426578
> -L"Untitled Path" -D"FZ_KM_0001-0807 KM, USYD"
-74.0077334513	-60.3071617147
-73.2440285411	-60.7505390765
-72.158304003	-61.1843143763
-71.3760553515	-61.5160693015
-70.1950746079	-61.9949563311
-68.9608933849	-62.4580823314
-68.0340976928	-62.9514027751
-67.5309553838	-63.3070181359
> -L"Anvers" -D"FZ_KM_0001-0808 KM, USYD"
-73.0646392435	-60.1957105111
-72.1687247156	-60.5885274765
-71.1715660513	-61.0180778877
-70.4790536622	-61.3130953333
-69.0594502824	-61.9780800355
-68.4095652848	-62.3206458855
-67.5063099475	-62.8026565453
-66.4831980791	-63.3212762583
-65.9486329248	-63.5682020496
> -L"Untitled Path" -D"FZ_KM_0001-0809 KM, USYD"
-77.0226919076	-62.636047251
-76.0952171028	-62.9872543115
-75.2840651057	-63.2476616447
-74.5641894542	-63.4983154173
-73.8156924306	-63.7762642551
> -L"Untitled Path" -D"FZ_KM_0001-0810 KM, USYD"
-74.6871986309	-66.3909072179
-75.6147016123	-66.0190449337
-76.6106770036	-65.6458662532
-77.1864535008	-65.485463115
-78.5117454217	-65.1628377264
-79.4509973418	-64.9056135808
-81.0993266048	-64.4673037109
-83.5156057611	-63.6031008517
-84.667998042	-63.1530152244
> -L"Untitled Path" -D"FZ_KM_0001-0811 KM, USYD"
-67.1694261298	-58.0341590242
-66.3935121549	-58.3658944711
-65.9647239971	-58.571970067
-65.3436403206	-58.9391897986
-63.8261695857	-59.4552222295
-62.5018761022	-60.0298247332
-60.9902296225	-60.9070207713
-60.6197911383	-61.2472871201
> -L"Untitled Path" -D"FZ_KM_0001-0812 KM, USYD"
162.108404439	-62.1580798548
163.143862609	-62.7486492563
> -L"Untitled Path" -D"FZ_KM_0001-0813 KM, USYD"
164.092808728	-62.5907801914
164.674366366	-62.8778688861
165.244650158	-63.1018487602
> -L"Untitled Path" -D"FZ_KM_0001-0814 KM, USYD"
161.113734887	-61.4640409578
160.86396989	-61.1727196455
160.674798059	-60.8472940479
160.301767688	-60.5205668119
160.001387345	-60.3112457534
> -L"Untitled Path" -D"FZ_KM_0001-0815 KM, USYD"
175.382126075	-64.4794775885
176.455783372	-65.0473460171
> -L"Untitled Path" -D"FZ_KM_0001-0816 KM, USYD"
170.654545401	-63.0639340016
170.315786853	-62.8322160241
170.047909198	-62.6831123485
169.770940829	-62.5502502494
> -L"Untitled Path" -D"FZ_KM_0001-0817 KM, USYD"
175.577299049	-64.2377661571
175.2208551	-64.0237809882
174.701537013	-63.750105464
> -L"Untitled Path" -D"FZ_KM_0001-0818 KM, USYD"
176.340504668	-64.6316107249
177.011513201	-65.0424144953
> -L"Untitled Path" -D"FZ_KM_0001-0819 KM, USYD"
174.055372098	-63.7306063577
173.680087083	-63.5220055488
173.26502765	-63.3239358527
172.888100366	-63.1285256504
> -L"Untitled Path" -D"FZ_KM_0001-0820 KM, USYD"
174.326741525	-64.171107809
174.92390493	-64.5476460163
175.686514529	-64.962440742
> -L"Untitled Path" -D"FZ_KM_0001-0821 KM, USYD"
177.353403425	-64.7906269103
178.251779375	-65.2592147535
> -L"Terror" -D"FZ_KM_0001-0822 KM, USYD"
178.35312101	-65.0835433952
179.276033138	-65.5443344202
> -L"Untitled Path" -D"FZ_KM_0001-0823 KM, USYD"
177.538249939	-64.622022796
177.057136209	-64.3408644049
176.567872083	-64.0733070983
> -L"Untitled Path" -D"FZ_KM_0001-0824 KM, USYD"
179.636581485	-65.2424808279
180	-65.4371671655
> -L"Terror" -D"FZ_KM_0001-0825 KM, USYD"
178.840248211	-64.8234694415
178.318049493	-64.5886020658
177.868371564	-64.3932625481
> -L"Untitled Path" -D"FZ_KM_0001-0826 KM, USYD"
-177.252088366	-65.9208855591
-176.335429827	-66.3261494764
-175.322987884	-66.751210851
> -L"Untitled Path" -D"FZ_KM_0001-0827 KM, USYD"
-177.518743813	-66.186346755
-176.235622243	-66.7150888523
-175.245625939	-67.0540849753
> -L"Untitled Path" -D"FZ_KM_0001-0828 KM, USYD"
164.9564547	-62.0750032091
164.604240177	-61.8655935835
164.019841887	-61.5524366058
> -L"Untitled Path" -D"FZ_KM_0001-0829 KM, USYD"
-174.978192235	-66.1337563028
-174.00056619	-66.5921021095
-172.437393662	-67.1075371773
-170.24742028	-67.6715446062
-168.728102342	-68.0120824307
-167.70980845	-68.2972296768
-166.321504319	-68.7816135836
-165.21091389	-69.6450322628
-164.699356024	-70.2557555969
> -L"Untitled Path" -D"FZ_KM_0001-0830 KM, USYD"
-158.737450378	-62.4318666127
-159.223158316	-62.2648581275
-159.835400427	-62.0500327018
-160.600648657	-61.7763601915
> -L"Untitled Path" -D"FZ_KM_0001-0831 KM, USYD"
-178.740333634	-4.26604621331
-177.977815648	-4.33818869914
-177.177159968	-4.3051893033
-175.885110489	-4.18909634788
-174.84592977	-3.97351683638
-173.804026284	-3.81094085194
-173.035963102	-3.62999935561
-172.191117316	-3.38540262161
-170.580572939	-2.7181812053
-170.237082109	-2.55356110968
> -L"Untitled Path" -D"FZ_KM_0001-0832 KM, USYD"
-179.56272906	-7.73319683084
-179.036395646	-7.87464041454
-178.425934355	-7.84869331651
-177.154733905	-7.57401039647
-175.55108689	-7.20634633487
-174.549315631	-6.85369140627
> -L"Untitled Path" -D"FZ_KM_0001-0833 KM, USYD"
177.406224996	-5.63912619615
178.738854392	-5.79252766503
179.87754003	-5.73990031276
180	-5.71710612224
> -L"Untitled Path" -D"FZ_KM_0001-0834 KM, USYD"
-179.139093138	-7.49657619686
-178.741672253	-7.60822251476
-178.107552751	-7.62600922005
> -L"Untitled Path" -D"FZ_KM_0001-0835 KM, USYD"
-178.56002034	-7.2052462153
-178.196759403	-7.38342726095
-177.772280696	-7.42985435142
> -L"Untitled Path" -D"FZ_KM_0001-0836 KM, USYD"
177.780902097	-5.19245759093
178.289987903	-5.16694670906
179.876847715	-5.06644147406
> -L"Untitled Path" -D"FZ_KM_0001-0837 KM, USYD"
-175.239546912	-2.93823717743
-174.322387637	-2.8298912429
-173.534585985	-2.75640032766
-173.063636913	-2.68262293948
-171.660235116	-2.25657828217
> -L"Untitled Path" -D"FZ_KM_0001-0838 KM, USYD"
-168.714548198	-1.01658641614
-168.132818639	-0.825249539691
-169.40131241	-1.24005949374
-169.963027307	-1.40414807972
-170.793200871	-1.61309181199
-171.334518523	-1.76816430694
-172.024937108	-1.88158491717
> -L"Untitled Path" -D"FZ_KM_0001-0839 KM, USYD"
-99.671823896	-15.8447725935
-99.3725997966	-15.90120433
-99.0406334332	-15.9552384985
> -L"Untitled Path" -D"FZ_KM_0001-0840 KM, USYD"
-100.293672115	-15.7314848816
-100.906785916	-15.6049271021
> -L"Untitled Path" -D"FZ_KM_0001-0841 KM, USYD"
-99.6445106285	-15.6432722826
-99.8914347363	-15.6056105073
-100.106757951	-15.5879468467
> -L"Mendocino" -D"FZ_KM_0001-0842 KM, USYD"
-155.190801265	39.4386570912
-154.101066121	39.7403998789
-153.042517077	40.0174456357
-151.913252228	40.1819331007
-150.713382849	40.2238621817
> -L"Untitled Path" -D"FZ_KM_0001-0843 KM, USYD"
-147.075063615	14.535348431
-148.445016398	14.4703435658
-149.652226369	14.4296485945
-152.329429458	14.2891505921
-153.04404846	14.2288803583
-153.388709087	14.1932052808
> -L"Untitled Path" -D"FZ_KM_0001-0844 KM, USYD"
-148.426931781	13.8243885916
-147.874788608	13.7659672463
-147.18461437	13.839331108
-145.874776151	14.0613368871
-144.770668239	14.2994221877
-143.406177491	14.5760014895
-142.275584935	14.8246387793
-140.817283745	15.1814622771
-139.419957142	15.5075099531
-137.978726069	15.8075642729
> -L"Untitled Path" -D"FZ_KM_0001-0845 KM, USYD"
-170.334087152	-2.90325111815
-169.924274402	-2.71125542992
-169.539982757	-2.54695953292
-168.12552603	-2.03317733462
-167.924374289	-1.95558612179
> -L"Untitled Path" -D"FZ_KM_0001-0846 KM, USYD"
179.157635902	-9.61063977821
180	-9.59423755216
> -L"Untitled Path" -D"FZ_KM_0001-0847 KM, USYD"
179.800018374	-7.71013824458
180	-7.8325896399
> -L"Untitled Path" -D"FZ_KM_0001-0848 KM, USYD"
-175.71996885	-3.45944676215
-176.45916123	-3.62216011552
-177.284371644	-3.77140933437
-177.802957994	-3.85969992174
> -L"Untitled Path" -D"FZ_KM_0001-0849 KM, USYD"
174.930580879	-8.68889086301
174.525323522	-8.44540309863
173.912866852	-8.12963056929
173.376983808	-8.03780298386
172.626644932	-7.93813302196
171.794017017	-7.85911532819
> -L"Untitled Path" -D"FZ_KM_0001-0850 KM, USYD"
173.680352129	-8.31041142916
173.966776046	-8.46155874128
174.281506307	-8.63947107189
174.686325272	-8.88263993373
> -L"Untitled Path" -D"FZ_KM_0001-0851 KM, USYD"
174.485203202	-8.14106571733
175.065475491	-8.17691730038
175.510021021	-8.2234682898
175.911229702	-8.45181385028
176.324186735	-8.74427907453
> -L"Untitled Path" -D"FZ_KM_0001-0852 KM, USYD"
175.431531716	-8.47165079925
175.66382386	-8.64171901709
175.854596089	-8.75465923749
176.479579613	-9.11617217956
176.866619633	-9.3149243932
> -L"Untitled Path" -D"FZ_KM_0001-0853 KM, USYD"
-167.589139318	-1.14030639567
-166.443616483	-0.667704254693
-164.84137097	-0.0122341314131
-163.722813941	0.399412619512
-162.906913942	0.648452594078
-161.875200211	0.960725729291
> -L"Untitled Path" -D"FZ_KM_0001-0854 KM, USYD"
-179.803284183	26.1628353176
-178.812089461	26.5086258213
-178.008150209	26.8310219131
> -L"Untitled Path" -D"FZ_KM_0001-0855 KM, USYD"
178.64254658	23.4539987957
179.632456989	23.8732983695
180	24.0276836975
> -L"Untitled Path" -D"FZ_KM_0001-0856 KM, USYD"
177.701859363	23.0262201341
178.194313022	23.5460311347
178.792795585	24.0161121192
180	24.4592366392
> -L"Untitled Path" -D"FZ_KM_0001-0857 KM, USYD"
179.406544329	32.4449721769
180	32.669790232
> -L"Untitled Path" -D"FZ_KM_0001-0858 KM, USYD"
138.603903051	15.4795037157
138.876116261	15.9388205626
139.130609454	16.3882434221
139.291208449	16.7139159239
> -L"Untitled Path" -D"FZ_KM_0001-0859 KM, USYD"
138.392698996	15.8731806453
138.64259455	16.2134952103
138.89865413	16.6089416743
139.032817491	16.8518105271
> -L"Untitled Path" -D"FZ_KM_0001-0860 KM, USYD"
139.459839977	17.26558926
139.673915334	17.5737530747
139.845064805	17.8303556942
140.128546974	18.2309566353
> -L"Untitled Path" -D"FZ_KM_0001-0861 KM, USYD"
139.548531512	19.2384372181
139.711683971	19.535083548
139.96585758	19.8810347766
140.183439313	20.0922290274
> -L"Untitled Path" -D"FZ_KM_0001-0862 KM, USYD"
138.368180563	17.7458022532
138.693969104	18.0179355906
139.065360484	18.5235634731
139.306419238	18.9401865874
139.458519043	19.1889655672
> -L"Untitled Path" -D"FZ_KM_0001-0863 KM, USYD"
138.423968642	16.3105930881
138.69476119	16.8424484603
139.055790367	17.4651110338
139.312291036	17.8779280901
> -L"Untitled Path" -D"FZ_KM_0001-0864 KM, USYD"
138.03808961	17.0591516861
138.427904542	17.2967903881
138.782500287	17.6038442317
139.086475155	18.0376400335
139.339926748	18.567561921
139.518075063	18.8807679394
> -L"Untitled Path" -D"FZ_KM_0001-0865 KM, USYD"
139.748958117	18.8510869779
139.86023139	19.1138576199
139.973229683	19.4204398078
140.164121762	19.6849106202
> -L"Untitled Path" -D"FZ_KM_0001-0866 KM, USYD"
138.719014371	18.6653097586
138.920731655	19.0228543307
139.103666442	19.3277641163
139.25219479	19.5855168883
> -L"Untitled Path" -D"FZ_KM_0001-0867 KM, USYD"
138.242148153	12.1569999508
138.501458459	12.4733398462
138.815411382	12.953032582
139.09252422	13.4594234934
> -L"Untitled Path" -D"FZ_KM_0001-0868 KM, USYD"
138.029563954	11.266412517
138.204318304	11.4248040582
138.505267054	11.8907033688
138.830576045	12.5765736489
> -L"Untitled Path" -D"FZ_KM_0001-0869 KM, USYD"
139.688011267	15.7336994125
139.956272043	15.9908808175
140.094772877	16.1696149576
> -L"Untitled Path" -D"FZ_KM_0001-0870 KM, USYD"
138.283948035	13.4773246711
138.579605212	13.8904961764
138.759441843	14.2397233523
138.969873541	14.7185931341
139.203536389	15.209094419
> -L"Untitled Path" -D"FZ_KM_0001-0871 KM, USYD"
139.844578061	17.1762110422
140.115507959	17.5769552163
140.356102895	17.9017013066
140.603001873	18.2152604319
> -L"Untitled Path" -D"FZ_KM_0001-0872 KM, USYD"
138.719812931	21.8439534987
138.992904382	22.1338904738
139.325873327	22.5480467202
> -L"Untitled Path" -D"FZ_KM_0001-0873 KM, USYD"
138.453862831	23.2245993681
138.689409272	23.7277194647
138.855070799	24.0489972724
> -L"Untitled Path" -D"FZ_KM_0001-0874 KM, USYD"
139.125394917	21.6130430562
139.392079924	22.0319991756
139.459934584	22.1760407812
> -L"Untitled Path" -D"FZ_KM_0001-0875 KM, USYD"
138.602424459	22.3189040121
138.942825818	22.6377027285
139.230296271	23.0230506591
> -L"Untitled Path" -D"FZ_KM_0001-0876 KM, USYD"
138.255895123	22.4322051649
138.577901861	22.7458641631
138.778626786	22.9251629819
139.002826718	23.3607510994
> -L"Untitled Path" -D"FZ_KM_0001-0877 KM, USYD"
131.095546518	14.2780952139
131.328106373	14.7673775491
131.328160094	15.0673746921
131.266004854	15.4492688522
> -L"Untitled Path" -D"FZ_KM_0001-0878 KM, USYD"
131.41027194	15.8158454089
131.440432867	16.2716467374
131.45972784	16.7753753171
> -L"Untitled Path" -D"FZ_KM_0001-0879 KM, USYD"
130.46674188	16.4957144282
130.380562906	16.8082692942
130.366078848	17.2423463194
130.427486498	17.6621574318
> -L"Untitled Path" -D"FZ_KM_0001-0880 KM, USYD"
130.947928831	16.1477748777
130.885899785	16.57101681
130.838583849	17.1452301598
> -L"Untitled Path" -D"FZ_KM_0001-0881 KM, USYD"
128.443980564	18.0197644455
128.411394182	18.3882408026
> -L"Untitled Path" -D"FZ_KM_0001-0882 KM, USYD"
129.539315454	17.8154401693
129.635528882	18.4763799009
129.783694531	19.1635902639
129.878153063	19.4710660277
> -L"Untitled Path" -D"FZ_KM_0001-0883 KM, USYD"
123.65591273	18.8282201416
124.14757766	19.9076166042
124.822682108	21.2517541713
125.526826942	22.4558065632
125.977544073	23.2029921106
> -L"Untitled Path" -D"FZ_KM_0001-0884 KM, USYD"
123.612478346	18.0040994137
124.310023474	19.3859424124
125.386360655	21.4977687883
125.804552649	22.3461494652
126.179993251	23.0536392844
> -L"Untitled Path" -D"FZ_KM_0001-0885 KM, USYD"
139.623412795	18.1869611871
139.987989472	18.700695359
140.25573737	19.0864367052
140.491477731	19.3452789279
> -L"Untitled Path" -D"FZ_KM_0001-0886 KM, USYD"
169.536758611	22.2071445829
170.156242732	22.8640584739
170.659924081	23.4032206486
171.136422664	23.9343353385
> -L"Austral" -D"FZ_KM_0001-0887 KM, USYD"
-152.213119773	-24.7514571179
-151.055865476	-24.4940650763
-148.440040992	-23.9017549572
-144.902594987	-22.8582310083
-142.35098517	-22.0530449919
-140.889602584	-21.6292381001
-136.894041946	-20.7533857494
-135.801412942	-20.6439258424
-134.844188447	-20.5284702879
> -L"Austral" -D"FZ_KM_0001-0888 KM, USYD"
-136.030654075	-20.8939952405
-134.610361493	-20.6123946028
-133.289271828	-20.3673033241
-132.171574719	-20.1788026365
-131.012974614	-19.9301948585
-130.027899882	-19.7000170999
-129.567210784	-19.5936452879
> -L"Austral" -D"FZ_KM_0001-0889 KM, USYD"
-135.561650616	-21.0028855152
-134.466575615	-20.757933083
-133.533358096	-20.5845308914
-132.676112092	-20.4280964236
> -L"Untitled Path" -D"FZ_KM_0001-0890 KM, USYD"
-144.166073799	-22.8501123661
-143.353336902	-22.6236891991
> -L"Untitled Path" -D"FZ_KM_0001-0891 KM, USYD"
-143.96936798	-22.9764686305
-143.287076387	-22.7810415676
> -L"Untitled Path" -D"FZ_KM_0001-0892 KM, USYD"
-118.65011963	-33.3949446346
-117.161459901	-33.6740954474
-115.615791046	-33.9243294368
-114.168631139	-34.1904707878
> -L"Untitled Path" -D"FZ_KM_0001-0893 KM, USYD"
-117.716708454	-33.3494927394
-116.285575359	-33.5859038883
-114.98476604	-33.804201161
-113.721397293	-34.0115376302
> -L"Untitled Path" -D"FZ_KM_0001-0894 KM, USYD"
-124.268275499	-32.8088642032
-123.091360494	-33.2460123769
-121.718780875	-33.6409937365
-120.621647145	-33.8508628752
-118.588918424	-34.1338995894
> -L"Untitled Path" -D"FZ_KM_0001-0895 KM, USYD"
-100.052882006	-69.2970321283
-101.553882138	-67.790529313
-103.807279314	-66.338404218
-105.354467213	-65.4969264526
-107.580832804	-64.5767283346
> -L"Untitled Path" -D"FZ_KM_0001-0896 KM, USYD"
-98.8890625084	-68.8194305466
-99.6821270626	-67.9692519001
-101.09640253	-66.9246723103
> -L"Untitled Path" -D"FZ_KM_0001-0897 KM, USYD"
-134.285413119	-66.0609469883
-135.220250538	-65.4701625258
-136.385295079	-64.9937083531
-137.554864845	-64.6596630623
-138.43938911	-64.3309484106
-140.517023768	-63.8890405595
> -L"Mendocino" -D"FZ_KM_0001-0898 KM, USYD"
-151.924734118	38.8374970455
-151.315384303	38.9402654555
-150.61308237	39.0646681322
-150.116867961	39.1577254629
-148.921750682	39.56799685
> -L"Mendocino" -D"FZ_KM_0001-0899 KM, USYD"
-161.151560617	37.5813615742
-159.559755311	37.8970477598
-158.238978729	38.1962667011
-156.95564014	38.5586196737
-155.953904769	38.7768753526
-155.126019368	38.9434102812
-154.71822128	38.9701284293
-154.119658704	39.0662771815
> -L"Molokai" -D"FZ_KM_0001-0900 KM, USYD"
-151.097924767	21.9530271708
-150.595740417	22.101398924
-150.20549411	22.1668704218
-149.692172025	22.2805994306
> -L"Untitled Path" -D"FZ_KM_0001-0901 KM, USYD"
-152.665657821	14.1146719158
-152.104941755	14.139476056
-151.215831534	14.1434982401
> -L"Austral" -D"FZ_KM_0001-0902 KM, USYD"
-134.686854492	-21.037131903
-133.710785237	-20.8523405447
-132.426585968	-20.5170187731
-131.283088567	-20.2187249923
-130.644931113	-20.0661858873
-129.938397456	-19.916389013
> -L"Untitled Path" -D"FZ_KM_0001-0903 KM, USYD"
-124.308457555	-16.1017036916
-123.336857881	-16.399849511
-122.047869497	-16.8237940616
-120.489202507	-17.2726445438
-119.416055853	-17.4924610365
> -L"Untitled Path" -D"FZ_KM_0001-0904 KM, USYD"
-148.369254171	-51.3182033728
-146.864293975	-51.8415950443
-145.185879766	-52.2912701722
-143.111274074	-52.6412072309
> -L"Untitled Path" -D"FZ_KM_0001-0905 KM, USYD"
-146.791620926	-52.971313269
-146.131296421	-53.0600935761
-145.217004357	-53.2782281209
-142.885625119	-53.8283301342
> -L"Untitled Path" -D"FZ_KM_0001-0906 KM, USYD"
170.043931771	-60.9265001104
170.67440904	-61.3004242299
171.469556196	-61.8085995466
171.936857808	-62.085497852
172.672298446	-62.4526403267
> -L"Untitled Path" -D"FZ_KM_0001-0907 KM, USYD"
168.823887981	-60.6544565513
169.248896785	-61.1635899284
169.866381101	-61.7303116462
170.200102015	-61.9547843298
